"Time","Sex","a0-4","a5-9","a10-14","a15-19","a20-24","a25-29","a30-34","a35-39","a40-44","a45-49","a50-54","a55-59","a60-64","a65-69","a70-74","a75-79","a80+","a80-84","a85-89","a90-94","a95-99","a100+"
"2021","Male","4,674901752","4,568707078","4,47251938","4,723383316","5,424853171","6,096873856","6,838140947","6,656103802","6,137048992","6,253792952","8,064302205","8,496641344","7,290187301","5,881157029","4,604843106","4,062861573","none","3,451268004","1,649234497","0,549780005","0,098037933","0,005361756"
"2022","Female","4,330239236","4,257745193","4,153588955","4,338801562","4,909139517","5,528166287","6,302048978","6,438694713","5,940351073","5,863349913","7,348053919","8,235087953","7,455775203","6,389738101","5,173789756","4,579232923","4,432035514","2,782163018","1,149924466","0,360841912","0,031231808","0"
"2022","Male","4,695668427","4,602877381","4,48300695","4,661757874","5,305661014","6,007355585","6,746799408","6,781158831","6,222222168","6,115947845","7,637517409","8,534782048","7,525994002","6,055441117","4,716735894","3,975288099","3,398820967","1,8316923","0,570985027","0,124197246","0,006090409","0"
"2023","Female","4,350688191","4,28997358","4,175984121","4,294003353","4,816966934","5,464985099","6,164184256","6,534827674","6,052231221","5,814924481","6,912403546","8,236526247","7,658773065","6,533473249","5,381678392","4,497650479","4,280475854","2,98504734","1,138856031","0,381208411","0,035138474","0"
"2023","Male","4,713435347","4,636266566","4,503060885","4,611195297","5,182533727","5,927887024","6,620313723","6,891250716","6,332709156","6,06363638","7,169073048","8,512827814","7,755207476","6,237876916","4,869911855","3,914500522","3,327789658","1,991229299","0,588606969","0,143682091","0,007005532","0"
"2024","Female","4,363695942","4,321171474","4,202441666","4,256566764","4,727639084","5,400233737","6,026837866","6,592387179","6,174843518","5,814244271","6,515341074","8,151480332","7,835326615","6,69150155","5,597291158","4,476102054","4,155076216","3,143643978","1,141597399","0,373646663","0,038931458","0"
"2024","Male","4,723526814","4,669228805","4,528865104","4,570979122","5,065996088","5,843045707","6,490696237","6,964483224","6,457942253","6,062190713","6,747168516","8,403668731","7,951695652","6,438824722","5,042528533","3,899650038","3,268913812","2,110485149","0,606117988","0,145962546","0,008030246","0"
"2025","Female","4,364874893","4,352773618","4,229574154","4,2288956","4,645024079","5,322863305","5,912049364","6,599582558","6,297899481","5,840489518","6,211706371","7,96501492","7,968561142","6,874581449","5,795764913","4,527003682","4,074967001","3,222161613","1,197925496","0,326264466","0,042022378","0"
"2025","Male","4,722060308","4,702638828","4,557220678","4,541566189","4,962556348","5,742863526","6,378211465","6,987929135","6,588596111","6,088690544","6,427670716","8,195349368","8,097464027","6,661577588","5,222137661","3,94152981","3,232275212","2,170697683","0,645394886","0,124472695","0,009097224","0"
"2026","Female","4,355021163","4,382191491","4,270894188","4,238496675","4,584030951","5,236234009","5,81196607","6,553542489","6,417460453","5,898649039","5,995896779","7,68356987","8,059346465","7,064685923","5,957079283","4,602801301","3,952914238","3,199597051","1,353673183","0,337619098","0,044330282","0"
