"fill","cx","cy","cxx","cyy","cxxx","cyyy","cxxxx","cyyyy","id_x","id_y"
"#5C4A4C","49.121","669.913","49,121","669,913","46,966","451,124","5,000106462","48,00212811","5","48"
"#655556","49.121","679.312","49,121","679,312","46,966","460,523","5,000106462","49,00223452","5","49"
"#5C4A4B","49.121","688.71","49,121","688,71","46,966","469,921","5,000106462","50,00223452","5","50"
"#5D4C4C","49.121","698.108","49,121","698,108","46,966","479,319","5,000106462","51,00223452","5","51"
"#574545","49.121","707.507","49,121","707,507","46,966","488,718","5,000106462","52,00234092","5","52"
"#554343","49.121","716.905","49,121","716,905","46,966","498,116","5,000106462","53,00234092","5","53"
"#534241","49.121","726.304","49,121","726,304","46,966","507,515","5,000106462","54,00244733","5","54"
"#534241","49.121","735.702","49,121","735,702","46,966","516,913","5,000106462","55,00244733","5","55"
"#574645","49.121","745.101","49,121","745,101","46,966","526,312","5,000106462","56,00255373","5","56"
"#4E3C3A","49.121","754.499","49,121","754,499","46,966","535,71","5,000106462","57,00255373","5","57"
"#4E3C3A","49.121","763.897","49,121","763,897","46,966","545,108","5,000106462","58,00255373","5","58"
"#4D3D3A","49.121","773.296","49,121","773,296","46,966","554,507","5,000106462","59,00266014","5","59"
"#4D3D3C","49.121","782.694","49,121","782,694","46,966","563,905","5,000106462","60,00266014","5","60"
"#403333","49.121","792.093","49,121","792,093","46,966","573,304","5,000106462","61,00276655","5","61"
"#3C2F2F","49.121","801.491","49,121","801,491","46,966","582,702","5,000106462","62,00276655","5","62"
"#3B2E2E","49.121","810.89","49,121","810,89","46,966","592,101","5,000106462","63,00287295","5","63"
"#5D4A54","58.514","228.187","58,514","228,187","56,359","9,398","6,000106462","1","6","1"
"#644E5A","58.515","237.585","58,515","237,585","56,36","18,796","6,000212925","2","6","2"
"#75606B","58.515","246.984","58,515","246,984","56,36","28,195","6,000212925","3,000106406","6","3"
"#79606C","58.515","256.382","58,515","256,382","56,36","37,593","6,000212925","4,000106406","6","4"
"#79616D","58.515","265.781","58,515","265,781","56,36","46,992","6,000212925","5,000212811","6","5"
"#846771","58.515","275.179","58,515","275,179","56,36","56,39","6,000212925","6,000212811","6","6"
"#896C78","58.515","284.578","58,515","284,578","56,36","65,789","6,000212925","7,000319217","6","7"
"#8D737D","58.515","293.976","58,515","293,976","56,36","75,187","6,000212925","8,000319217","6","8"
"#896C78","58.515","303.375","58,515","303,375","56,36","84,586","6,000212925","9,000425622","6","9"
"#8A6D78","58.515","312.773","58,515","312,773","56,36","93,984","6,000212925","10,00042562","6","10"
"#896C78","58.515","322.171","58,515","322,171","56,36","103,382","6,000212925","11,00042562","6","11"
"#886C77","58.515","331.57","58,515","331,57","56,36","112,781","6,000212925","12,00053203","6","12"
"#8D737E","58.515","340.968","58,515","340,968","56,36","122,179","6,000212925","13,00053203","6","13"
"#886A78","58.515","350.367","58,515","350,367","56,36","131,578","6,000212925","14,00063843","6","14"
"#8E717C","58.515","359.765","58,515","359,765","56,36","140,976","6,000212925","15,00063843","6","15"
"#90727F","58.515","369.164","58,515","369,164","56,36","150,375","6,000212925","16,00074484","6","16"
"#937383","58.515","378.562","58,515","378,562","56,36","159,773","6,000212925","17,00074484","6","17"
"#9A7C8A","58.515","387.96","58,515","387,96","56,36","169,171","6,000212925","18,00074484","6","18"
"#947483","58.515","397.359","58,515","397,359","56,36","178,57","6,000212925","19,00085124","6","19"
"#947584","58.515","406.757","58,515","406,757","56,36","187,968","6,000212925","20,00085124","6","20"
"#987786","58.515","416.156","58,515","416,156","56,36","197,367","6,000212925","21,00095765","6","21"
"#976F7E","58.515","425.554","58,515","425,554","56,36","206,765","6,000212925","22,00095765","6","22"
"#9C7483","58.515","434.952","58,515","434,952","56,36","216,163","6,000212925","23,00095765","6","23"
"#976F7E","58.515","444.351","58,515","444,351","56,36","225,562","6,000212925","24,00106406","6","24"
"#956C7A","58.515","453.749","58,515","453,749","56,36","234,96","6,000212925","25,00106406","6","25"
"#99737F","58.515","463.147","58,515","463,147","56,36","244,358","6,000212925","26,00106406","6","26"
"#946776","58.515","472.546","58,515","472,546","56,36","253,757","6,000212925","27,00117046","6","27"
"#966A79","58.515","481.944","58,515","481,944","56,36","263,155","6,000212925","28,00117046","6","28"
"#926571","58.515","491.343","58,515","491,343","56,36","272,554","6,000212925","29,00127687","6","29"
"#926570","58.515","500.741","58,515","500,741","56,36","281,952","6,000212925","30,00127687","6","30"
"#8F6872","58.515","510.14","58,515","510,14","56,36","291,351","6,000212925","31,00138327","6","31"
"#825A62","58.515","519.538","58,515","519,538","56,36","300,749","6,000212925","32,00138327","6","32"
"#815961","58.515","528.937","58,515","528,937","56,36","310,148","6,000212925","33,00148968","6","33"
"#7D585F","58.515","538.335","58,515","538,335","56,36","319,546","6,000212925","34,00148968","6","34"
"#76545A","58.515","547.733","58,515","547,733","56,36","328,944","6,000212925","35,00148968","6","35"
"#74585A","58.515","557.132","58,515","557,132","56,36","338,343","6,000212925","36,00159608","6","36"
"#6A4B4E","58.515","566.53","58,515","566,53","56,36","347,741","6,000212925","37,00159608","6","37"
"#604446","58.515","575.929","58,515","575,929","56,36","357,14","6,000212925","38,00170249","6","38"
"#5E4545","58.515","585.327","58,515","585,327","56,36","366,538","6,000212925","39,00170249","6","39"
"#5A3F41","58.515","594.726","58,515","594,726","56,36","375,937","6,000212925","40,0018089","6","40"
"#5E4749","58.515","604.124","58,515","604,124","56,36","385,335","6,000212925","41,0018089","6","41"
"#4D3538","58.515","613.522","58,515","613,522","56,36","394,733","6,000212925","42,0018089","6","42"
"#493436","58.515","622.921","58,515","622,921","56,36","404,132","6,000212925","43,0019153","6","43"
"#453032","58.515","632.319","58,515","632,319","56,36","413,53","6,000212925","44,0019153","6","44"
"#4A3134","58.515","641.718","58,515","641,718","56,36","422,929","6,000212925","45,00202171","6","45"
"#604D4F","58.515","651.116","58,515","651,116","56,36","432,327","6,000212925","46,00202171","6","46"
"#614D4F","58.515","660.515","58,515","660,515","56,36","441,726","6,000212925","47,00212811","6","47"
"#6B595A","58.515","669.913","58,515","669,913","56,36","451,124","6,000212925","48,00212811","6","48"
"#6A5959","58.515","679.312","58,515","679,312","56,36","460,523","6,000212925","49,00223452","6","49"
"#594647","58.515","688.71","58,515","688,71","56,36","469,921","6,000212925","50,00223452","6","50"
"#625051","58.515","698.108","58,515","698,108","56,36","479,319","6,000212925","51,00223452","6","51"
"#4D3A3B","58.515","707.507","58,515","707,507","56,36","488,718","6,000212925","52,00234092","6","52"
"#4E3C3C","58.515","716.905","58,515","716,905","56,36","498,116","6,000212925","53,00234092","6","53"
"#4F3E3D","58.515","726.304","58,515","726,304","56,36","507,515","6,000212925","54,00244733","6","54"
"#483434","58.515","735.702","58,515","735,702","56,36","516,913","6,000212925","55,00244733","6","55"
"#524140","58.515","745.101","58,515","745,101","56,36","526,312","6,000212925","56,00255373","6","56"
"#41302E","58.515","754.499","58,515","754,499","56,36","535,71","6,000212925","57,00255373","6","57"
"#41302E","58.515","763.897","58,515","763,897","56,36","545,108","6,000212925","58,00255373","6","58"
"#433734","58.515","773.296","58,515","773,296","56,36","554,507","6,000212925","59,00266014","6","59"
"#362828","58.515","782.694","58,515","782,694","56,36","563,905","6,000212925","60,00266014","6","60"
"#3E3131","58.515","792.093","58,515","792,093","56,36","573,304","6,000212925","61,00276655","6","61"
"#352727","58.515","801.491","58,515","801,491","56,36","582,702","6,000212925","62,00276655","6","62"
"#362826","58.515","810.89","58,515","810,89","56,36","592,101","6,000212925","63,00287295","6","63"
"#7C6471","67.907","237.585","67,907","237,585","65,752","18,796","7,000106462","2","7","2"
"#88707D","67.907","246.984","67,907","246,984","65,752","28,195","7,000106462","3,000106406","7","3"
"#866B79","67.907","256.382","67,907","256,382","65,752","37,593","7,000106462","4,000106406","7","4"
"#8F717D","67.907","265.781","67,907","265,781","65,752","46,992","7,000106462","5,000212811","7","5"
"#8F717D","67.907","275.179","67,907","275,179","65,752","56,39","7,000106462","6,000212811","7","6"
"#8F717D","67.907","284.578","67,907","284,578","65,752","65,789","7,000106462","7,000319217","7","7"
"#917680","67.907","293.976","67,907","293,976","65,752","75,187","7,000106462","8,000319217","7","8"
"#91737D","67.907","303.375","67,907","303,375","65,752","84,586","7,000106462","9,000425622","7","9"
"#92747E","67.907","312.773","67,907","312,773","65,752","93,984","7,000106462","10,00042562","7","10"
"#8C717D","67.907","322.171","67,907","322,171","65,752","103,382","7,000106462","11,00042562","7","11"
"#8C6F79","67.907","331.57","67,907","331,57","65,752","112,781","7,000106462","12,00053203","7","12"
"#937780","67.907","340.968","67,907","340,968","65,752","122,179","7,000106462","13,00053203","7","13"
"#90727D","67.907","350.367","67,907","350,367","65,752","131,578","7,000106462","14,00063843","7","14"
"#917681","67.907","359.765","67,907","359,765","65,752","140,976","7,000106462","15,00063843","7","15"
"#937683","67.907","369.164","67,907","369,164","65,752","150,375","7,000106462","16,00074484","7","16"
"#987A85","67.907","378.562","67,907","378,562","65,752","159,773","7,000106462","17,00074484","7","17"
"#A58591","67.907","387.96","67,907","387,96","65,752","169,171","7,000106462","18,00074484","7","18"
"#9F7D8B","67.907","397.359","67,907","397,359","65,752","178,57","7,000106462","19,00085124","7","19"
"#A2828E","67.907","406.757","67,907","406,757","65,752","187,968","7,000106462","20,00085124","7","20"
"#A48390","67.907","416.156","67,907","416,156","65,752","197,367","7,000106462","21,00095765","7","21"
"#9E7987","67.907","425.554","67,907","425,554","65,752","206,765","7,000106462","22,00095765","7","22"
"#A37C8A","67.907","434.952","67,907","434,952","65,752","216,163","7,000106462","23,00095765","7","23"
"#A17887","67.907","444.351","67,907","444,351","65,752","225,562","7,000106462","24,00106406","7","24"
"#A17887","67.907","453.749","67,907","453,749","65,752","234,96","7,000106462","25,00106406","7","25"
"#A57B88","67.907","463.147","67,907","463,147","65,752","244,358","7,000106462","26,00106406","7","26"
"#9F6F7C","67.907","472.546","67,907","472,546","65,752","253,757","7,000106462","27,00117046","7","27"
"#9D727E","67.907","481.944","67,907","481,944","65,752","263,155","7,000106462","28,00117046","7","28"
"#966A75","67.907","491.343","67,907","491,343","65,752","272,554","7,000106462","29,00127687","7","29"
"#966A75","67.907","500.741","67,907","500,741","65,752","281,952","7,000106462","30,00127687","7","30"
"#966B75","67.907","510.14","67,907","510,14","65,752","291,351","7,000106462","31,00138327","7","31"
"#8E626C","67.907","519.538","67,907","519,538","65,752","300,749","7,000106462","32,00138327","7","32"
"#926871","67.907","528.937","67,907","528,937","65,752","310,148","7,000106462","33,00148968","7","33"
"#8D646C","67.907","538.335","67,907","538,335","65,752","319,546","7,000106462","34,00148968","7","34"
"#875E66","67.907","547.733","67,907","547,733","65,752","328,944","7,000106462","35,00148968","7","35"
"#846367","67.907","557.132","67,907","557,132","65,752","338,343","7,000106462","36,00159608","7","36"
"#7B595C","67.907","566.53","67,907","566,53","65,752","347,741","7,000106462","37,00159608","7","37"
"#745658","67.907","575.929","67,907","575,929","65,752","357,14","7,000106462","38,00170249","7","38"
"#6F5455","67.907","585.327","67,907","585,327","65,752","366,538","7,000106462","39,00170249","7","39"
"#6F5355","67.907","594.726","67,907","594,726","65,752","375,937","7,000106462","40,0018089","7","40"
"#6F5657","67.907","604.124","67,907","604,124","65,752","385,335","7,000106462","41,0018089","7","41"
"#664C4D","67.907","613.522","67,907","613,522","65,752","394,733","7,000106462","42,0018089","7","42"
"#62494C","67.907","622.921","67,907","622,921","65,752","404,132","7,000106462","43,0019153","7","43"
"#594243","67.907","632.319","67,907","632,319","65,752","413,53","7,000106462","44,0019153","7","44"
"#523D3F","67.907","641.718","67,907","641,718","65,752","422,929","7,000106462","45,00202171","7","45"
"#4D383A","67.907","651.116","67,907","651,116","65,752","432,327","7,000106462","46,00202171","7","46"
"#4F3D3D","67.907","660.515","67,907","660,515","65,752","441,726","7,000106462","47,00212811","7","47"
"#564446","67.907","669.913","67,907","669,913","65,752","451,124","7,000106462","48,00212811","7","48"
"#5E4D4E","67.907","679.312","67,907","679,312","65,752","460,523","7,000106462","49,00223452","7","49"
"#574646","67.907","688.71","67,907","688,71","65,752","469,921","7,000106462","50,00223452","7","50"
"#604F50","67.907","698.108","67,907","698,108","65,752","479,319","7,000106462","51,00223452","7","51"
"#554343","67.907","707.507","67,907","707,507","65,752","488,718","7,000106462","52,00234092","7","52"
"#554444","67.907","716.905","67,907","716,905","65,752","498,116","7,000106462","53,00234092","7","53"
"#574645","67.907","726.304","67,907","726,304","65,752","507,515","7,000106462","54,00244733","7","54"
"#4F3D3C","67.907","735.702","67,907","735,702","65,752","516,913","7,000106462","55,00244733","7","55"
"#4A3A38","67.907","745.101","67,907","745,101","65,752","526,312","7,000106462","56,00255373","7","56"
"#433432","67.907","754.499","67,907","754,499","65,752","535,71","7,000106462","57,00255373","7","57"
"#3D2F2F","67.907","763.897","67,907","763,897","65,752","545,108","7,000106462","58,00255373","7","58"
"#3E3030","67.907","773.296","67,907","773,296","65,752","554,507","7,000106462","59,00266014","7","59"
"#3E3131","67.907","782.694","67,907","782,694","65,752","563,905","7,000106462","60,00266014","7","60"
"#3E3231","67.907","792.093","67,907","792,093","65,752","573,304","7,000106462","61,00276655","7","61"
"#3D3030","67.907","801.491","67,907","801,491","65,752","582,702","7,000106462","62,00276655","7","62"
"#3E3130","67.907","810.89","67,907","810,89","65,752","592,101","7,000106462","63,00287295","7","63"
"#7E6773","67.908","228.187","67,908","228,187","65,753","9,398","7,000212925","1","7","1"
"#8A6D7A","77.301","228.187","77,301","228,187","75,146","9,398","8,000212925","1","8","1"
"#8E727F","77.301","237.585","77,301","237,585","75,146","18,796","8,000212925","2","8","2"
"#917380","77.301","246.984","77,301","246,984","75,146","28,195","8,000212925","3,000106406","8","3"
"#8F727F","77.301","256.382","77,301","256,382","75,146","37,593","8,000212925","4,000106406","8","4"
"#8D6F7C","77.301","265.781","77,301","265,781","75,146","46,992","8,000212925","5,000212811","8","5"
